Mart,Mart_Domain,Destination,Destination_Domain,Source,Source_Domain,Cron Schedule,Reload_Time,Median_Load_Time,Bottleneck_Time
oppdt_values,commercial_ops,opportunities_hd,commercial_ops,int_zsy_user,intermediate,,,5.66,
oppdt_values,commercial_ops,int_zsy_user,intermediate,sap_zsy_user,staging,['00 05 * * *'],18000.0,17.69,18018.0
oppdt_values,commercial_ops,opportunities_hd,commercial_ops,int_opportunities_new,intermediate,,,8.754999999999999,
oppdt_values,commercial_ops,opportunities_hd,commercial_ops,int_contacts_influence,intermediate,,,4.47,
oppdt_values,commercial_ops,opportunities_hd,commercial_ops,int_zsd0_funnelt,intermediate,,,4.365,
oppdt_values,commercial_ops,int_zsd0_funnelt,intermediate,sap_zsd0_funnelt,staging,"['00 06,22 * * *']",21600.0,9.190000000000001,21609.0
oppdt_values,commercial_ops,opportunities_hd,commercial_ops,int_map_funnel2funnelaggr,intermediate,,,4.905,
oppdt_values,commercial_ops,opportunities_hd,commercial_ops,int_zsd0_ldtypet,intermediate,,,4.72,
oppdt_values,commercial_ops,int_zsd0_ldtypet,intermediate,sap_zsd0_ldtypet,staging,"['00 06,22 * * *']",21600.0,9.09,21609.0
oppdt_values,commercial_ops,oppdt_values,commercial_ops,tcurr_actual,commercial_ops,,,5.07,
oppdt_values,commercial_ops,tcurr_actual,commercial_ops,int_tcurf,intermediate,,,4.37,
oppdt_values,commercial_ops,int_tcurf,intermediate,sap_tcurf,staging,['20 04 * * *'],15600.0,7.835000000000001,15608.0
oppdt_values,commercial_ops,tcurr_actual,commercial_ops,int_tcurr,intermediate,,,5.61,
oppdt_values,commercial_ops,int_tcurr,intermediate,sap_tcurr,staging,['0 2 * * *'],7200.0,57.9,7258.0
opportunities,commercial_ops,opportunities,commercial_ops,int_map_dateaggrcode2desc,intermediate,,,4.82,
opportunities,commercial_ops,opportunities,commercial_ops,int_map_izasahospital_dateaggrcode2,intermediate,,,4.43,
opportunities,commercial_ops,opportunities,commercial_ops,int_lfa1,intermediate,,,4.02,
opportunities,commercial_ops,int_lfa1,intermediate,sap_lfa1,staging,['00 01 * * *'],3600.0,20.5,3620.0
opportunities,commercial_ops,opportunities,commercial_ops,int_map_who_code2desc,intermediate,,,4.49,
opportunities,commercial_ops,opportunities,commercial_ops,int_zsd0_plctypet,intermediate,,,4.45,
opportunities,commercial_ops,int_zsd0_plctypet,intermediate,sap_zsd0_plctypet,staging,"['00 06,22 * * *']",21600.0,9.17,21609.0
opportunities,commercial_ops,opportunities,commercial_ops,opportunities_dt,commercial_ops,,,21.395,
opportunities,commercial_ops,opportunities_dt,commercial_ops,int_zsd0_qv03,intermediate,,,4.795,
opportunities,commercial_ops,int_zsd0_qv03,intermediate,sap_zsd0_qv03,staging,"['00 06,22 * * *']",21600.0,14.185000000000002,21614.0
opportunities,commercial_ops,opportunities_dt,commercial_ops,int_t001,intermediate,,,4.31,
opportunities,commercial_ops,int_t001,intermediate,sap_t001,staging,['00 03 * * *'],10800.0,8.76,10809.0
opportunities,commercial_ops,opportunities_dt,commercial_ops,int_opportunities_new,intermediate,,,8.754999999999999,
opportunities,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset_countries,staging,['30 05 * * *'],19800.0,24.535,19825.0
opportunities,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset,staging,['00 04 * * *'],14400.0,849.355,15249.0
opportunities,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset_sea,staging,['00 05 * * *'],18000.0,13.0,18013.0
opportunities,commercial_ops,opportunities_dt,commercial_ops,int_zsv_model_t,intermediate,,,4.3,
opportunities,commercial_ops,int_zsv_model_t,intermediate,sap_zsv_model_t,staging,['00 01 * * *'],3600.0,8.77,3609.0
opportunities,commercial_ops,opportunities_dt,commercial_ops,opportunities_bycompetitor,commercial_ops,,,30.7,
opportunities,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opps_competitor_offering_dt,intermediate,,,6.0,
opportunities,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opps_competitor_affecting_dt,intermediate,,,8.27,
opportunities,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opportunities_new,intermediate,,,8.754999999999999,
opportunities,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opps_competitor_offering,intermediate,,,5.67,
opportunities,commercial_ops,opportunities,commercial_ops,int_vob,intermediate,,,19.06,
opportunities,commercial_ops,opportunities,commercial_ops,int_map_funnelaggr2desc,intermediate,,,4.67,
opportunities,commercial_ops,opportunities,commercial_ops,int_instruments,intermediate,,,6.55,
opportunities,commercial_ops,opportunities,commercial_ops,int_zsy_user,intermediate,,,5.66,
opportunities,commercial_ops,int_zsy_user,intermediate,sap_zsy_user,staging,['00 05 * * *'],18000.0,17.69,18018.0
opportunities,commercial_ops,opportunities,commercial_ops,int_opportunities_new,intermediate,,,8.754999999999999,
opportunities,commercial_ops,opportunities,commercial_ops,int_contacts_influence,intermediate,,,4.47,
opportunities,commercial_ops,opportunities,commercial_ops,int_zsd0_funnelt,intermediate,,,4.365,
opportunities,commercial_ops,int_zsd0_funnelt,intermediate,sap_zsd0_funnelt,staging,"['00 06,22 * * *']",21600.0,9.190000000000001,21609.0
opportunities,commercial_ops,opportunities,commercial_ops,int_map_funnel2funnelaggr,intermediate,,,4.905,
opportunities,commercial_ops,opportunities,commercial_ops,int_zsd0_ldtypet,intermediate,,,4.72,
opportunities,commercial_ops,int_zsd0_ldtypet,intermediate,sap_zsd0_ldtypet,staging,"['00 06,22 * * *']",21600.0,9.09,21609.0
opportunities_bycompetitor,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opps_competitor_offering_dt,intermediate,,,6.0,
opportunities_bycompetitor,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opps_competitor_affecting_dt,intermediate,,,8.27,
opportunities_bycompetitor,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opportunities_new,intermediate,,,8.754999999999999,
opportunities_bycompetitor,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset_countries,staging,['30 05 * * *'],19800.0,24.535,19825.0
opportunities_bycompetitor,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset,staging,['00 04 * * *'],14400.0,849.355,15249.0
opportunities_bycompetitor,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset_sea,staging,['00 05 * * *'],18000.0,13.0,18013.0
opportunities_bycompetitor,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opps_competitor_offering,intermediate,,,5.67,
opportunities_dt,commercial_ops,opportunities_dt,commercial_ops,int_zsd0_qv03,intermediate,,,4.795,
opportunities_dt,commercial_ops,int_zsd0_qv03,intermediate,sap_zsd0_qv03,staging,"['00 06,22 * * *']",21600.0,14.185000000000002,21614.0
opportunities_dt,commercial_ops,opportunities_dt,commercial_ops,int_t001,intermediate,,,4.31,
opportunities_dt,commercial_ops,int_t001,intermediate,sap_t001,staging,['00 03 * * *'],10800.0,8.76,10809.0
opportunities_dt,commercial_ops,opportunities_dt,commercial_ops,int_opportunities_new,intermediate,,,8.754999999999999,
opportunities_dt,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset_countries,staging,['30 05 * * *'],19800.0,24.535,19825.0
opportunities_dt,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset,staging,['00 04 * * *'],14400.0,849.355,15249.0
opportunities_dt,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset_sea,staging,['00 05 * * *'],18000.0,13.0,18013.0
opportunities_dt,commercial_ops,opportunities_dt,commercial_ops,int_zsv_model_t,intermediate,,,4.3,
opportunities_dt,commercial_ops,int_zsv_model_t,intermediate,sap_zsv_model_t,staging,['00 01 * * *'],3600.0,8.77,3609.0
opportunities_dt,commercial_ops,opportunities_dt,commercial_ops,opportunities_bycompetitor,commercial_ops,,,30.7,
opportunities_dt,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opps_competitor_offering_dt,intermediate,,,6.0,
opportunities_dt,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opps_competitor_affecting_dt,intermediate,,,8.27,
opportunities_dt,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opportunities_new,intermediate,,,8.754999999999999,
opportunities_dt,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opps_competitor_offering,intermediate,,,5.67,
opportunities_hd,commercial_ops,opportunities_hd,commercial_ops,int_lfa1,intermediate,,,4.02,
opportunities_hd,commercial_ops,int_lfa1,intermediate,sap_lfa1,staging,['00 01 * * *'],3600.0,20.5,3620.0
opportunities_hd,commercial_ops,opportunities_hd,commercial_ops,int_map_who_code2desc,intermediate,,,4.49,
opportunities_hd,commercial_ops,opportunities_hd,commercial_ops,int_zsd0_plctypet,intermediate,,,4.45,
opportunities_hd,commercial_ops,int_zsd0_plctypet,intermediate,sap_zsd0_plctypet,staging,"['00 06,22 * * *']",21600.0,9.17,21609.0
opportunities_hd,commercial_ops,opportunities_hd,commercial_ops,opportunities_dt,commercial_ops,,,21.395,
opportunities_hd,commercial_ops,opportunities_dt,commercial_ops,int_zsd0_qv03,intermediate,,,4.795,
opportunities_hd,commercial_ops,int_zsd0_qv03,intermediate,sap_zsd0_qv03,staging,"['00 06,22 * * *']",21600.0,14.185000000000002,21614.0
opportunities_hd,commercial_ops,opportunities_dt,commercial_ops,int_t001,intermediate,,,4.31,
opportunities_hd,commercial_ops,int_t001,intermediate,sap_t001,staging,['00 03 * * *'],10800.0,8.76,10809.0
opportunities_hd,commercial_ops,opportunities_dt,commercial_ops,int_opportunities_new,intermediate,,,8.754999999999999,
opportunities_hd,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset_countries,staging,['30 05 * * *'],19800.0,24.535,19825.0
opportunities_hd,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset,staging,['00 04 * * *'],14400.0,849.355,15249.0
opportunities_hd,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset_sea,staging,['00 05 * * *'],18000.0,13.0,18013.0
opportunities_hd,commercial_ops,opportunities_dt,commercial_ops,int_zsv_model_t,intermediate,,,4.3,
opportunities_hd,commercial_ops,int_zsv_model_t,intermediate,sap_zsv_model_t,staging,['00 01 * * *'],3600.0,8.77,3609.0
opportunities_hd,commercial_ops,opportunities_dt,commercial_ops,opportunities_bycompetitor,commercial_ops,,,30.7,
opportunities_hd,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opps_competitor_offering_dt,intermediate,,,6.0,
opportunities_hd,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opps_competitor_affecting_dt,intermediate,,,8.27,
opportunities_hd,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opportunities_new,intermediate,,,8.754999999999999,
opportunities_hd,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opps_competitor_offering,intermediate,,,5.67,
opportunities_hd,commercial_ops,opportunities_hd,commercial_ops,int_vob,intermediate,,,19.06,
opportunities_hd,commercial_ops,opportunities_hd,commercial_ops,int_map_funnelaggr2desc,intermediate,,,4.67,
opportunities_hd,commercial_ops,opportunities_hd,commercial_ops,int_instruments,intermediate,,,6.55,
opportunities_hd,commercial_ops,opportunities_hd,commercial_ops,int_zsy_user,intermediate,,,5.66,
opportunities_hd,commercial_ops,int_zsy_user,intermediate,sap_zsy_user,staging,['00 05 * * *'],18000.0,17.69,18018.0
opportunities_hd,commercial_ops,opportunities_hd,commercial_ops,int_opportunities_new,intermediate,,,8.754999999999999,
opportunities_hd,commercial_ops,opportunities_hd,commercial_ops,int_contacts_influence,intermediate,,,4.47,
opportunities_hd,commercial_ops,opportunities_hd,commercial_ops,int_zsd0_funnelt,intermediate,,,4.365,
opportunities_hd,commercial_ops,int_zsd0_funnelt,intermediate,sap_zsd0_funnelt,staging,"['00 06,22 * * *']",21600.0,9.190000000000001,21609.0
opportunities_hd,commercial_ops,opportunities_hd,commercial_ops,int_map_funnel2funnelaggr,intermediate,,,4.905,
opportunities_hd,commercial_ops,opportunities_hd,commercial_ops,int_zsd0_ldtypet,intermediate,,,4.72,
opportunities_hd,commercial_ops,int_zsd0_ldtypet,intermediate,sap_zsd0_ldtypet,staging,"['00 06,22 * * *']",21600.0,9.09,21609.0
opportunities_value_selling,commercial_ops,opportunities_value_selling,commercial_ops,customer_hierarchy,commercial_ops,,,142.97,
opportunities_value_selling,commercial_ops,customer_hierarchy,commercial_ops,int_zsd_ss14dt,intermediate,,,4.640000000000001,
opportunities_value_selling,commercial_ops,customer_hierarchy,commercial_ops,int_t001,intermediate,,,4.31,
opportunities_value_selling,commercial_ops,int_t001,intermediate,sap_t001,staging,['00 03 * * *'],10800.0,8.76,10809.0
opportunities_value_selling,commercial_ops,customer_hierarchy,commercial_ops,int_kna1,intermediate,,,12.41,
opportunities_value_selling,commercial_ops,int_kna1,intermediate,sap_kna1,staging,['00 03 * * *'],10800.0,59.779999999999994,10860.0
opportunities_value_selling,commercial_ops,customer_hierarchy,commercial_ops,int_zsd_sald,intermediate,,,1027.73,
opportunities_value_selling,commercial_ops,int_zsd_sald,intermediate,sap_zsd_sald24_4,staging,"['15 02 * * *', '15 08 * * *', '15 14 * * *']",8100.0,786.25,8886.0
opportunities_value_selling,commercial_ops,int_zsd_sald,intermediate,int_tcurr,intermediate,,,5.61,
opportunities_value_selling,commercial_ops,int_tcurr,intermediate,sap_tcurr,staging,['0 2 * * *'],7200.0,57.9,7258.0
opportunities_value_selling,commercial_ops,int_zsd_sald,intermediate,sap_zsd_sald24_1,staging,"['00 2,8,14 * * *']",7200.0,750.64,7951.0
opportunities_value_selling,commercial_ops,int_zsd_sald,intermediate,int_tcurx,intermediate,,,4.3,
opportunities_value_selling,commercial_ops,int_tcurx,intermediate,sap_tcurx,staging,['0 2 * * *'],7200.0,8.59,7209.0
opportunities_value_selling,commercial_ops,int_zsd_sald,intermediate,sap_zsd_sald24_3,staging,"['15 02 * * *', '15 08 * * *', '15 14 * * *']",8100.0,737.52,8838.0
opportunities_value_selling,commercial_ops,int_zsd_sald,intermediate,sap_zsd_sald24_2,staging,"['00 2,8,14 * * *']",7200.0,735.345,7935.0
opportunities_value_selling,commercial_ops,int_zsd_sald,intermediate,int_zsd_regco,intermediate,,,5.23,
opportunities_value_selling,commercial_ops,int_zsd_regco,intermediate,sap_zsd_regco,staging,['0 2 * * *'],7200.0,8.73,7209.0
opportunities_value_selling,commercial_ops,customer_hierarchy,commercial_ops,int_zsv_insd,intermediate,,,137.445,
opportunities_value_selling,commercial_ops,customer_hierarchy,commercial_ops,int_customers,intermediate,,,5.45,
opportunities_value_selling,commercial_ops,customer_hierarchy,commercial_ops,int_opportunities_new,intermediate,,,8.754999999999999,
opportunities_value_selling,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset_countries,staging,['30 05 * * *'],19800.0,24.535,19825.0
opportunities_value_selling,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset,staging,['00 04 * * *'],14400.0,849.355,15249.0
opportunities_value_selling,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset_sea,staging,['00 05 * * *'],18000.0,13.0,18013.0
opportunities_value_selling,commercial_ops,customer_hierarchy,commercial_ops,int_zsd_regcot,intermediate,,,4.02,
opportunities_value_selling,commercial_ops,customer_hierarchy,commercial_ops,commercial_ops_region_mapping,commercial_ops,,,30.625,
opportunities_value_selling,commercial_ops,commercial_ops_region_mapping,commercial_ops,int_region_con,intermediate,,,4.625,
opportunities_value_selling,commercial_ops,opportunities_value_selling,commercial_ops,opportunities_dt,commercial_ops,,,21.395,
opportunities_value_selling,commercial_ops,opportunities_dt,commercial_ops,int_zsd0_qv03,intermediate,,,4.795,
opportunities_value_selling,commercial_ops,int_zsd0_qv03,intermediate,sap_zsd0_qv03,staging,"['00 06,22 * * *']",21600.0,14.185000000000002,21614.0
opportunities_value_selling,commercial_ops,opportunities_dt,commercial_ops,int_t001,intermediate,,,4.31,
opportunities_value_selling,commercial_ops,opportunities_dt,commercial_ops,int_opportunities_new,intermediate,,,8.754999999999999,
opportunities_value_selling,commercial_ops,opportunities_dt,commercial_ops,int_zsv_model_t,intermediate,,,4.3,
opportunities_value_selling,commercial_ops,int_zsv_model_t,intermediate,sap_zsv_model_t,staging,['00 01 * * *'],3600.0,8.77,3609.0
opportunities_value_selling,commercial_ops,opportunities_dt,commercial_ops,opportunities_bycompetitor,commercial_ops,,,30.7,
opportunities_value_selling,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opps_competitor_offering_dt,intermediate,,,6.0,
opportunities_value_selling,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opps_competitor_affecting_dt,intermediate,,,8.27,
opportunities_value_selling,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opportunities_new,intermediate,,,8.754999999999999,
opportunities_value_selling,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opps_competitor_offering,intermediate,,,5.67,
opportunities_value_selling,commercial_ops,opportunities_value_selling,commercial_ops,int_decision_maker_set,intermediate,,,3.99,
opportunities_value_selling,commercial_ops,opportunities_value_selling,commercial_ops,int_contacts,intermediate,,,5.275,
opportunities_value_selling,commercial_ops,opportunities_value_selling,commercial_ops,int_contacts_influence,intermediate,,,4.47,
opportunities_value_selling,commercial_ops,opportunities_value_selling,commercial_ops,opportunities,commercial_ops,,,29.475,
opportunities_value_selling,commercial_ops,opportunities,commercial_ops,int_map_dateaggrcode2desc,intermediate,,,4.82,
opportunities_value_selling,commercial_ops,opportunities,commercial_ops,int_map_izasahospital_dateaggrcode2,intermediate,,,4.43,
opportunities_value_selling,commercial_ops,opportunities,commercial_ops,int_lfa1,intermediate,,,4.02,
opportunities_value_selling,commercial_ops,int_lfa1,intermediate,sap_lfa1,staging,['00 01 * * *'],3600.0,20.5,3620.0
opportunities_value_selling,commercial_ops,opportunities,commercial_ops,int_map_who_code2desc,intermediate,,,4.49,
opportunities_value_selling,commercial_ops,opportunities,commercial_ops,int_zsd0_plctypet,intermediate,,,4.45,
opportunities_value_selling,commercial_ops,int_zsd0_plctypet,intermediate,sap_zsd0_plctypet,staging,"['00 06,22 * * *']",21600.0,9.17,21609.0
opportunities_value_selling,commercial_ops,opportunities,commercial_ops,opportunities_dt,commercial_ops,,,21.395,
opportunities_value_selling,commercial_ops,opportunities,commercial_ops,int_vob,intermediate,,,19.06,
opportunities_value_selling,commercial_ops,opportunities,commercial_ops,int_map_funnelaggr2desc,intermediate,,,4.67,
opportunities_value_selling,commercial_ops,opportunities,commercial_ops,int_instruments,intermediate,,,6.55,
opportunities_value_selling,commercial_ops,opportunities,commercial_ops,int_zsy_user,intermediate,,,5.66,
opportunities_value_selling,commercial_ops,int_zsy_user,intermediate,sap_zsy_user,staging,['00 05 * * *'],18000.0,17.69,18018.0
opportunities_value_selling,commercial_ops,opportunities,commercial_ops,int_opportunities_new,intermediate,,,8.754999999999999,
opportunities_value_selling,commercial_ops,opportunities,commercial_ops,int_contacts_influence,intermediate,,,4.47,
opportunities_value_selling,commercial_ops,opportunities,commercial_ops,int_zsd0_funnelt,intermediate,,,4.365,
opportunities_value_selling,commercial_ops,int_zsd0_funnelt,intermediate,sap_zsd0_funnelt,staging,"['00 06,22 * * *']",21600.0,9.190000000000001,21609.0
opportunities_value_selling,commercial_ops,opportunities,commercial_ops,int_map_funnel2funnelaggr,intermediate,,,4.905,
opportunities_value_selling,commercial_ops,opportunities,commercial_ops,int_zsd0_ldtypet,intermediate,,,4.72,
opportunities_value_selling,commercial_ops,int_zsd0_ldtypet,intermediate,sap_zsd0_ldtypet,staging,"['00 06,22 * * *']",21600.0,9.09,21609.0
opportunities_valueprompter,commercial_ops,opportunities_valueprompter,commercial_ops,int_t001,intermediate,,,4.31,
opportunities_valueprompter,commercial_ops,int_t001,intermediate,sap_t001,staging,['00 03 * * *'],10800.0,8.76,10809.0
opportunities_valueprompter,commercial_ops,opportunities_valueprompter,commercial_ops,int_value_prompter,intermediate,,,6.779999999999999,
opportunities_valueprompter,commercial_ops,int_value_prompter,intermediate,launchpad_vprompterset_countries,staging,['30 05 * * *'],19800.0,13.719999999999999,19814.0
opportunities_valueprompter,commercial_ops,int_value_prompter,intermediate,launchpad_vprompterset,staging,['00 04 * * *'],14400.0,111.555,14512.0
opportunities_valueprompter,commercial_ops,int_value_prompter,intermediate,launchpad_vprompterset_sea,staging,['00 05 * * *'],18000.0,12.34,18012.0
opportunities_valueprompter,commercial_ops,opportunities_valueprompter,commercial_ops,int_opportunities_new,intermediate,,,8.754999999999999,
opportunities_valueprompter,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset_countries,staging,['30 05 * * *'],19800.0,24.535,19825.0
opportunities_valueprompter,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset,staging,['00 04 * * *'],14400.0,849.355,15249.0
opportunities_valueprompter,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset_sea,staging,['00 05 * * *'],18000.0,13.0,18013.0
opportunities_valueprompter,commercial_ops,opportunities_valueprompter,commercial_ops,int_t005t,intermediate,,,4.9350000000000005,
opportunities_valueprompter,commercial_ops,int_t005t,intermediate,sap_t005t,staging,['00 03 * * *'],10800.0,9.32,10809.0
opportunitiesdt_levels,commercial_ops,opportunitiesdt_levels,commercial_ops,int_opps_competitor_offering_dt,intermediate,,,6.0,
opportunitiesdt_levels,commercial_ops,opportunitiesdt_levels,commercial_ops,int_opps_competitor_affecting_dt,intermediate,,,8.27,
opportunitiesdt_levels,commercial_ops,opportunitiesdt_levels,commercial_ops,int_opportunities_new,intermediate,,,8.754999999999999,
opportunitiesdt_levels,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset_countries,staging,['30 05 * * *'],19800.0,24.535,19825.0
opportunitiesdt_levels,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset,staging,['00 04 * * *'],14400.0,849.355,15249.0
opportunitiesdt_levels,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset_sea,staging,['00 05 * * *'],18000.0,13.0,18013.0
opportunitiesdt_levels,commercial_ops,opportunitiesdt_levels,commercial_ops,int_opps_competitor_offering,intermediate,,,5.67,
opportunitiesmetrics,commercial_ops,opportunitiesmetrics,commercial_ops,opportunities,commercial_ops,,,29.475,
opportunitiesmetrics,commercial_ops,opportunities,commercial_ops,int_map_dateaggrcode2desc,intermediate,,,4.82,
opportunitiesmetrics,commercial_ops,opportunities,commercial_ops,int_map_izasahospital_dateaggrcode2,intermediate,,,4.43,
opportunitiesmetrics,commercial_ops,opportunities,commercial_ops,int_lfa1,intermediate,,,4.02,
opportunitiesmetrics,commercial_ops,int_lfa1,intermediate,sap_lfa1,staging,['00 01 * * *'],3600.0,20.5,3620.0
opportunitiesmetrics,commercial_ops,opportunities,commercial_ops,int_map_who_code2desc,intermediate,,,4.49,
opportunitiesmetrics,commercial_ops,opportunities,commercial_ops,int_zsd0_plctypet,intermediate,,,4.45,
opportunitiesmetrics,commercial_ops,int_zsd0_plctypet,intermediate,sap_zsd0_plctypet,staging,"['00 06,22 * * *']",21600.0,9.17,21609.0
opportunitiesmetrics,commercial_ops,opportunities,commercial_ops,opportunities_dt,commercial_ops,,,21.395,
opportunitiesmetrics,commercial_ops,opportunities_dt,commercial_ops,int_zsd0_qv03,intermediate,,,4.795,
opportunitiesmetrics,commercial_ops,int_zsd0_qv03,intermediate,sap_zsd0_qv03,staging,"['00 06,22 * * *']",21600.0,14.185000000000002,21614.0
opportunitiesmetrics,commercial_ops,opportunities_dt,commercial_ops,int_t001,intermediate,,,4.31,
opportunitiesmetrics,commercial_ops,int_t001,intermediate,sap_t001,staging,['00 03 * * *'],10800.0,8.76,10809.0
opportunitiesmetrics,commercial_ops,opportunities_dt,commercial_ops,int_opportunities_new,intermediate,,,8.754999999999999,
opportunitiesmetrics,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset_countries,staging,['30 05 * * *'],19800.0,24.535,19825.0
opportunitiesmetrics,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset,staging,['00 04 * * *'],14400.0,849.355,15249.0
opportunitiesmetrics,commercial_ops,int_opportunities_new,intermediate,launchpad_leadshdset_sea,staging,['00 05 * * *'],18000.0,13.0,18013.0
opportunitiesmetrics,commercial_ops,opportunities_dt,commercial_ops,int_zsv_model_t,intermediate,,,4.3,
opportunitiesmetrics,commercial_ops,int_zsv_model_t,intermediate,sap_zsv_model_t,staging,['00 01 * * *'],3600.0,8.77,3609.0
opportunitiesmetrics,commercial_ops,opportunities_dt,commercial_ops,opportunities_bycompetitor,commercial_ops,,,30.7,
opportunitiesmetrics,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opps_competitor_offering_dt,intermediate,,,6.0,
opportunitiesmetrics,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opps_competitor_affecting_dt,intermediate,,,8.27,
opportunitiesmetrics,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opportunities_new,intermediate,,,8.754999999999999,
opportunitiesmetrics,commercial_ops,opportunities_bycompetitor,commercial_ops,int_opps_competitor_offering,intermediate,,,5.67,
opportunitiesmetrics,commercial_ops,opportunities,commercial_ops,int_vob,intermediate,,,19.06,
opportunitiesmetrics,commercial_ops,opportunities,commercial_ops,int_map_funnelaggr2desc,intermediate,,,4.67,
opportunitiesmetrics,commercial_ops,opportunities,commercial_ops,int_instruments,intermediate,,,6.55,
opportunitiesmetrics,commercial_ops,opportunities,commercial_ops,int_zsy_user,intermediate,,,5.66,
opportunitiesmetrics,commercial_ops,int_zsy_user,intermediate,sap_zsy_user,staging,['00 05 * * *'],18000.0,17.69,18018.0
opportunitiesmetrics,commercial_ops,opportunities,commercial_ops,int_opportunities_new,intermediate,,,8.754999999999999,
opportunitiesmetrics,commercial_ops,opportunities,commercial_ops,int_contacts_influence,intermediate,,,4.47,
opportunitiesmetrics,commercial_ops,opportunities,commercial_ops,int_zsd0_funnelt,intermediate,,,4.365,
opportunitiesmetrics,commercial_ops,int_zsd0_funnelt,intermediate,sap_zsd0_funnelt,staging,"['00 06,22 * * *']",21600.0,9.190000000000001,21609.0
opportunitiesmetrics,commercial_ops,opportunities,commercial_ops,int_map_funnel2funnelaggr,intermediate,,,4.905,
opportunitiesmetrics,commercial_ops,opportunities,commercial_ops,int_zsd0_ldtypet,intermediate,,,4.72,
opportunitiesmetrics,commercial_ops,int_zsd0_ldtypet,intermediate,sap_zsd0_ldtypet,staging,"['00 06,22 * * *']",21600.0,9.09,21609.0
oppresults,commercial_ops,oppresults,commercial_ops,opportunities,commercial_ops,,,29.475,
oppresults,commercial_ops,opportunities,commercial_ops,int_map_dateaggrcode2desc,intermediate,,,4.82,
oppresults,commercial_ops,opportunities,commercial_ops,int_map_izasahospital_dateaggrcode2,intermediate,,,4.43,
oppresults,commercial_ops,opportunities,commercial_ops,int_lfa1,intermediate,,,4.02,
oppresults,commercial_ops,int_lfa1,intermediate,sap_lfa1,staging,['00 01 * * *'],3600.0,20.5,3620.0
oppresults,commercial_ops,opportunities,commercial_ops,int_map_who_code2desc,intermediate,,,4.49,
oppresults,commercial_ops,opportunities,commercial_ops,int_zsd0_plctypet,intermediate,,,4.45,
oppresults,commercial_ops,int_zsd0_plctypet,intermediate,sap_zsd0_plctypet,staging,"['00 06,22 * * *']",21600.0,9.17,21609.0
oppresults,commercial_ops,opportunities,commercial_ops,opportunities_dt,commercial_ops,,,21.395,
oppresults,commercial_ops,opportunities_dt,commercial_ops,int_zsd0_qv03,intermediate,,,4.795,
oppresults,commercial_ops,int_zsd0_qv03,intermediate,sap_zsd0_qv03,staging,"['00 06,22 * * *']",21600.0,14.185000000000002,21614.0
oppresults,commercial_ops,opportunities_dt,commercial_ops,int_t001,intermediate,,,4.31,
oppresults,commercial_ops,int_t001,intermediate,sap_t001,staging,['00 03 * * *'],10800.0,8.76,10809.0
